,Title,Lyric,Artist
6,[Lyrics] Reekado Banks – “Rora”,"Bridge:
Baby this your yansh na shitor
If u gree mo ma Latan
Part 2 ati part 1
Part 2 lati pa won
I go fit to change your catwalk
And change your life join
Every day, na to enjoy
Open and close like a laptop o

Chorus:
Moni ko jijo o, Rora o 8x

Verse:
Eledumare give u face in addition to bum bum bum bum…
I no go lie your body gbesss, mo ni lati Toyan toyan toyan…
Anytime you holla
Make I come thru
I go tell my guys dem I no Dey come soon
Kpakalamishi, make my eye chook
Many girl get but na you I wan do

Jesu!, Oh Reeky oh Reeky yo Reekado!
Jesu! Hey Ahey

Bridge:
Baby this your yansh na shitor
If u gree mo ma Latan
Part 2 ati part 1
Part 2 lati pa won
I go fit to change your catwalk
And change your life join
Every day, na to enjoy
Open and close like a laptop o

Chorus:
Moni ko jijo o, Rora o 8x

Jesu!

Verse 2:
Yo yo yo
Baby gimme snow motion
In my room
I go give u promotion
Everything is allowed
Baby say everything is allowed
Me I say Reeky baby na man,
She tell me say na me go kpai for her hand oo

Jesu!, Oh Reeky oh Reeky yo Reekado!
Jesu! Hey Ahey

Je ki ibadi e lo le, ko ma rooo 4x

Moni ko jijo o, Rora o 4x

Strings…",Reekado Banks
7,[Lyrics] Umu Obiligbo – “Motivation”,"Intro:
Ei yee eeh aah… Ei yee eeh aah

Verse:
Umu obiligbo abia kwa nu ozo
Aku nwafor aaha
Iye obu azo nwanem ina nu wa
Eeeeh, iyeee eeh
Ife oma ya ka n ji bu e aah
Olu oma ya ka n ji te aa
Fa mekatana bu buo ka na edin di oku

Dem never realize say o si na chukwu
No be for voice
Ei ya ooh ( ei ya e )
Umu obula chime e
Ei yee eeh aah, Ei yee aaha….

Hustle and make money
Thats the rule of the game
Nobody go like to marry a zombie
Ei ya a a, ewu chimee
Ei ya aa, ei ya ei ya aa
Ei ya eeh, eeh
Ei ya helele , Ei ya helele
Ei ya helele
Ei ya eeh, eeh
Ei ya helele , Ei ya helele
Ei ya eya e aaha

Verse 2:
You dey ride okada (Ei yee eeh aah)
E no mean say hope agula (Ei yee eeh aah)
You dey push barrow (Ei yee eeh aah)
E no mean say you are born to suffer (Ei yee eeh aah)
Your family poor e no mean say you go poor (Ei yee eeh aah)
Your father rich e no mean say u go rich
U get for hustle, Back to back iyeee aaha
Ei ya aa
If u get money try to help the ones wey no get e money e aaha
Ewu chimee ei ye aa
Ei yee eeh aah, Ei yee aaha….

Onye bu a nu gwo na pa nwa ya na nwa bu ego
Nwa bu onyiye chukwu o ye a na nhe nye ga mu e aa
Ewu chimee ei ye e aa
ewu mee ei ye aa

President of your country a si ka nne muru ya
Governor gi osi kwa afo a buru ye
Ei yee eeh aah, Ei yee aaha….

Ewu chimee e
Ei ye ei ya ei ye aa

U fo di ayin na ama ma busi kwa nne muru ya nu ulo
Fa na gba a gba ba
Ei ya aa ei ye

But they are making money
That is to tell you, that yours it’s comes from the Lord Oga
E na nu kwa
(Ei yee eeh aah, Ei yee aaha….)

If your making money money go change your status
Nobody go change your bad moral
Ina nu kwa

Ei ya a a ewu chimee
Ei ya aa ei ya ei ya aa
Ei ya ee
Ei ya helele , Ei ya helele
Ei ya helele
Ei ya eya e aa",Umu Obiligbo
8,Tiwa Savage – “49-99” Lyrics,"[Verse]
49 sitting 99 standing oh my God o
I get money before no be property o
Waiting for Danfo, waiting for Uber and Okada
Omo no be so, me I want to live o

[Pre-Chorus]
I gat to get the Dollar, ko kunle
Plenty plenty Mulla, Aje Gunle
Monkey e no get skills (e no get skill)
Igi su mo igi (e no get skill)
L’obo fin yor
I thank you Lord

[Chorus]
Mofera Versa (Mofera Versace)
Mofera buga (Mofera Bugatti)
Lepa toh dun, lepa shandi
Ele Mummy, ele Daddy

They want to yawa (Dem won yawa me)
Dem want to buga (Dem want to buga me)
Lepa toh dun, lepa shandi
Ele Mummy, Ele Daddy

[Hook]
Ma fi owo yen shey won le’she
Ma fi owo yen shey won le’she
Ma fi owo yen shey won le’she
Ma fi owo yen shey won le’she

[Verse 2]
Ewa! E wa ri ise oluwa mi
People still doubting who I be
Ma lo braga o’un shey oga mi
What a nation with no army?

[Pre-Chorus]
I gat to get the Dollar, ko kunle
Plenty plenty Mulla, Aje Gunle
Monkey e no get skills (e no get skill)
Igi su mo igi (e no get skill)
L’obo fin yor
I thank you Lord

[Chorus]
Mofera Versa (Mofera Versace)
Mofera buga (Mofera Bugatti)
Lepa toh dun, lepa shandi
Ele mummy, ele daddy

They want to yawa (Dem won yawa me)
Dem want to buga (Dem want to buga me)
Lepa toh dun, lepa shandi
Ele Mummy, Ele Daddy

[Verse]
Where the money dey go
Where the money dey
Hustling for money
Just to get the pay

[Chorus]
Mofera Versa (Mofera Versace)
Mofera buga (Mofera Bugatti)
Lepa toh dun, lepa shandi
Ele Mummy, Ele Daddy

They want to yawa (Dem won yawa me)
Dem want to buga (Dem want to buga me)
Lepa toh dun, lepa shandi
Ele Mummy, Ele Daddy

[Hook]
Ma fi owo yen shey won le’she
Ma fi owo yen shey won le’she
Ma fi owo yen shey won le’she
Ma fi owo yen shey won le’she",Tiwa Savage
9,[Lyrics] Phyno – “Ride For You” ft. Davido,"[Phyno’s Verse]
Finally I don make cash o
Anything for your bride price o
I pray to God make we no crash o
Cos our love no get spare parts o
Asa ima na kwa gi bu the best part o
I no fit sleep till the the next track o
Epele chuckwu zara mo you dey smart o
And ife me nu na first class o

[Pre-chorus]
Shey na you wey been dey hold me down when raba no dey
Mman ji gi ti e play
I can’t let you go baby no way
Baby e ma n kata kwa
And if no be u n ma kwete kwa
The loving na me maha amam gwata kwa

[Chorus]
Say I go ride for you
Go high for you o
maka e marama ne eziokwu
Nwa ndinma ni wey me ego my baby o
Go ride for you
Go high for you o
Maka e marama ne eziokwu
Ihe dinma ni we me ego
So gi my baby

[Davido’s Verse]
Ndi obodo na ndi ezi nu lo mo
Oye obula ga po kwa gi nyen mo
Buru buru nga po kwa ru nilo o
Oyen obula ga po kwa gi nyen mo
Finally you go chop life o
You better live for my inside o
I no go disappoint yu no be this life
I no dey carry baka for this track o
Nwa nmarama nizie oku
Baby give me loving times two
She sabi cook she sabi do
I never met lover be like u

[Pre-Chorus]
Shey na u wey been dey hold me down
When raba e no dey (Raba e no dey)
Mman ji gi ti e play
I no go let you go baby no way
Omo jamisi for the matter
E jo gba mi gbe
O girl dis your waist no be here
Oh girl

[Chorus]
Say I go ride for
Go high for you
maka e marama ne eziokwu
Nwa ndinma ni wey me ego my baby o
Ride for you o
Go high for you
Maka e marama ne eziokwu
Ihe dinma ni we me ego
So gi my baby o

[Davido]
Ndi obodo na ndi ezi nu lo mo
Oye obula ga po kwa gi nyen mo
Buru buru n ga po kwa ru nilo o (E’wo!)
Oyen obula ga po kwa gi nyen mo

Okwa soso mu na gi ge bi oooh (bi o bi o bi o)
Anytime u call I go ready oh (bi o bi o bi o)
Nwa marama ye kwa m nfe ge ri o ( bi o bi o bi o)
Asa m ji eme onu I go ride for you, baby oh (bi o bi o bi o)",Phyno
10,[Lyrics] Peruzzi – “Nana”,"
[Intro]
Lussh! Ayiii
Nana… na na na
Purri Bang bang
Nana… na na na

[Pre-chorus] 
You and I on the hotline
My number one baby My rhythm and blues
I can’t deny maka that’s right
Understand baby no one but you (no one but you )
Oh wooh oh

[Chorus] 
Nana, na na na
Strike a pose it’s a perfect pic
Nana na na na
Nothing feels better than when I dey with you
Nana, na na na
Oh! baby boo
Na na na na na
Nothing feels better than when I dey with you

[Verse 1] 
Pick a date ( pick a date)
Tell me what is the time and place
No holiday for your case
Girl I want die on top your case
Hold me tight like ashamaya
E get as e dey do me like adapana
See as my head dey hot and I dey para o
Na you I wan dey nack wen I hammer now

[Pre-chorus] 
You and I on the hotline
My number one baby My rhythm and blues
I can’t deny maka that’s right
Understand baby no one but you (no one but you )
Oh wooh oh

[Chorus] 
Nana, na na na
Strike a pose it’s a perfect pic
Nana na na na
Nothing feels better than when I dey with you
Nana, na na na
Oh! baby boo
Na na na na na
Nothing feels better than when I dey with you

[Verse 2] 
Nothing feels better dan wen I dey with you
Someone special one wey go stay with me
When am down and wen am feeling lonely
But if you gon leave lemme know baby
If you gon stay, baby just stay
Cos I no fit, cos I no fit control myself again

So baby hold me strong like ashamaya
E get as e dey do me like adapana
See as my head dey hot I dey para naw
Na you I wan nack wen I hammer naw

[Pre-chorus] 
You and I on the hotline
My number one baby My rhythm and blues
I can’t deny maka that’s right
Understand baby no one but you (no one but you )
Oh wooh oh

[Chorus] 
Nana, na na na
Strike a pose it’s a perfect pic
Nana na na na
Nothing feels better than when I dey with you
Nana, na na na
Oh! baby boo
Na na na na na
Nothing feels better than when I dey with you

Nothing feels better better
Than when i dey with you

Lussh! Ayiii",Peruzzi
11,Lyta x Davido – “Monalisa (Remix)” [Lyrics],"[Intro – Lyta]
Oshe..
Na this king thing.. .
Lyta oh yeaaah
Na this kind thing man want
Na this kind thing man need
Na this king thing wey dey burst my brain
(Shabalisticah)

[Chorus – Lyta]
No take me do yanga
Why you wanna do like that
My love for you is sure
Don’t wanna hold you down
I wanna give love my Monalisa
You’re my Monalicha
Iyeh ah omalicha
I wanna give love my Monalisa
You’re my Monalisa
Oh my Omalicha aaha

[Hook – Lyta (Davido)]
You get my number I go wait for your call
And if you no call I go wait for your door
Cuz you must to give me love oh
Give me love oh
You get my number I go wait for your call (for your call)
And if you no call I go wait for your door (for your door)
Cuz you must to give me love oh (love oh)
Give me love oooho

[DAVIDO] 
No use me do Yanga (Eyeh)
I no like as u dey do na wa (Eyeh)
I go put you in a brand new cruise
Baby boo
And as your Maale Dey for domot oh (iye)
Matter don somersault (iye iye)
Ife re lo pa mi bi oti (iye)
Ife re lo pa mi bi otiiii ee
Ye! Wole wa Ma wo ju
Ere egele la wa fe wa se (Dan Dan)
Ere egele la wa fe wa se (Dan Dan)
Ere egele la wa fe wa se
Ma fin mi si le,
Ma fi mi sile niigba kan kan
Tori iwo ni ayanfe mi

[Chorus – (Lyta & Davido)]
No take me do yanga (do Yanga ahn an)
Why you wanna do like that (iye o)
My love for you is sure (Sure uree)
Don’t wanna hold you down (u down)
I wanna give love my (Monalisa)
You’re my (Monalicha)
Iye yo ah (omalicha)
I wanna give love my Monalisa (yo oooh )
You’re my (Monalisa)
Oh my (Omalicha) (aaha) (yo oooh )

[Chorus]
You get my number I go wait for your call
And if you no call I go wait for your door
Cuz you must to give me love oh
Give me love oh
You get my number
I go wait for your call
And if you no call I go wait for your door
Cuz you must to give me love oh
Give me love oooh eh (Shekpe)

Oshey…",Lyta x Davido
12,[Lyrics] DMW – “On God” ft. Davido x Mayorkun x Dremo,"Intro
Yo DMW you guys are proud, you know
I can’t really trust any of you guys
On God, No Cap
Yo Rexxie on this one! On God

Mayorkun
Natarata rekperekpe ye ko gbe body
Talo tun wa lo’mo a’say yen ko gbe body
Natarata rekperekpe ye ko gbe body
Talo tun wa lo’mo a’say yen ko gbe body

Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)
Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)
And I go get this money o (on God)
Alagolo lo sin’wi (no Cap)
Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)

My mama tell me say
Olowo laye mo o
Olowo laye mo o
My mama tell me say
Ahhhhh

Davido
O.B.O
When the gbedu enter
Make the party scatter o
You know say Kokoro meji lo pade
(selesele mama)
Ororo loju oloro
(selesele mama)
I turn international (On God)
These kids they be taking it personal (On God, no Cap)
Dey your dey, I dey my dey
Do your own, I do my own
Koko Jabele, Ka luku lo shey ti e

Mayorkun
Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)
Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)
And I go get this money o (on God)
Alagolo lo sin’wi (no Cap)
Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)

Dremo
Mumsy mi o bi’mo ode o
O Kerege gegege
If I see bigger meat for pot
Mo ma towo bo be, O de pelebebebe
Aradugbo ema gbami
My mummy say if I no make money
She go change am for me
So I come make money in hard currency
I con give aboki make he change am for mummy
But I gats make more this year (on God)
Dem no dey tell person (no Cap)
Cuz I must to ball on them (on God)
I no need wear Jersey (no Cap)
I can’t come and kill myself
Bad energy far away
Oluwa lo shey, awa lori a tu ni fila eh

Mayorkun
Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)
Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)
And I go get this money o (on God)
Alagolo lo sin’wi (no Cap)
Oni miliki o se’re (on God)
Alagolo lo sin’wi (no Cap)",DMW
13,[Lyrics] Tope Alabi – “Yes And Amen”,"I Know the Signs of the Almighty!
Amin Ase ida a lamo o

The one who doesn’t have we get lost
Eni ti o ni a padanu

If only you had enough
Iba o to to olu Imo o

Whoever that doesn’t have God, has nothing!
Eni ti o ni o, ko ni nkankan o

(Amen)
(Amin aseda)

Whoever that doesn’t have God, has nothing!
Eni ti o ni o, ko ni nkankan o

Whoever that doesn’t have God, has nothing!
Eni ti o ni o, ko ni nkankan

(has nothing)
(Ko ni nkankan)

Whoever that doesn’t have God, has nothing! o
Eni ti o ni o, ko ni nkankan o

(Oooooooo)
(Oooooooo)

Whoever that doesn’t have God, has nothing!
Eni ti o ni o, ko ni nkankan

(You have nothing)
(E ko ni nkankan o)
I’m looking for the Almighty that created Earth
Mo wa ri foba to ni di da aiye eeee

I bow to the owner of Heaven
Ibare mare e, oni gbede orun

You that have the whole earth at your hand
Iwo to ni gbogbo aiye ni ikawo

With how big the earth is
Bo ti doyi kato

I bow to you the Mighty one
Iba oni mo to ga ju ee

The father is the father
Baba ni baba se

(I bow to the one with the great signs & order.)
(Amin ase ida mo gbe ba fun)

It the sign of the Creator that i know
Amin ase ida la mo o

(The person that doesn’t have you)
(Eni ti o ni o ke)

Whoever that doesn’t have you will perish
Eni ti o ni a padanu

(Great loss for life, both on Earth and in Heaven)
(Adanu nla lo pa laye, lorun)

I bow to the one with good knowledge
Iba o toto olu imo

(The one i do use to go to)
(A ton ton to, mo ri ba, mori ba o)

The owner has nothing
Eni ti o ni o ko ni nkankan

(Does not matter)
(Ko ni nkankan)

Whoever that doesn’t have God, has nothing
Eni ti o ni o ko ni nkankan o

(Has nothing on his/her plate)
(E ma ni penre labo)

Whoever that doesn’t have God, has nothing
Eni ti o ni o, ko ni nkankan

(Has nothing)
(Ko ni kini nkan lagbon)

Whoever that doesn’t have God, has nothing
Eni ti o ni o, ko ni nkankan o

(Finishes on Earth and in Heaven)
(O tan fun laiye lorun o)

Whoever that doesn’t have you
Eni ti o ni o (Ee)

It has nothing
ko ni nkankan

You created the sea
O da okun, O da oosa

Wonderful performer that used water for wonders
Alara to fi omi se osho

You only knows where fishes pass through to get inside the Sea
Iwo to mo ibi eja gba do odo

A covenant that uses Salt to out taste the Sea
Majemu to bu iyo ja okun

Sand is the earth
Iyanrin te ka aiye

He calmed the darkness
O da okunkun biri mu

You created Light!
Oga imole oo

The Heaven has no door
Oju orun o ni ilekun oo

He lives in Heaven and on Earth, without travelling
Ogbe bi mejeeji, lai rin irin ajo

He brings nature into existence
O mu eda gba inu eda waiye

How Life/heart metamorphose, one does not know
Ibi emi ngba lo ba, eni kan o mo

The Greatest! Whoever that doesn’t seek you
Ajulo o eni ti o wa o

Can not know anything
ko le mo nkankan

(Who doesn’t seek)
(Eni ti o wa ke o)
Whoever that doesn’t have God, has nothing
Eni ti o ni o, ko ni nkankan o

(sees nothing)
(Ko ri nkankan o o)

Whoever that doesn’t have God, has nothing
Eni ti o ni o, ko ni nkankan

(Blind is better than the person I accept)
(Afoju san ju oni to hun lo mo gba)

Whoever that doesn’t have God, has nothing
Eni ti o ni o, ko ni nkankan

(Yes)
(Ee)

Whoever that doesn’t have God, has nothing
Eni ti o ni o, ko ni nkankan

(Eee)
(Eee)
It is an endless covenant
Majemu alai lepin n lo je

The shallow depth that can’t also be seen
Ijinle alaile tun wo

The stars comes out in multitude (yes)
Irawo nyo lailai lo nka (beni)

The moon produces Light at night (yes)
Osupa nse atokun to ba dale (beni o)

It seen everywhere (yes)
Ibi gbogbo la n ti mi ri (beni)

He performs wonders with the Sun on Earth (yes)
O to lo fara da orun saiye (beni o)

He made rain and animals (yes)
O se ojo otun so da eran (beni)

He creates winter and coldness (yes)
Osuwon bi oye, otun sotutu (beni o)

The animals in the forest are in multitudes (yes)
Eranko Igbo won lo su a (beni)

Plants, herbs of the tree can’t be known about totally by man
Eweko, ewebe igi iyen o se sawa ri na

Whoever that doesn’t see your signs, sees nothing
Eni ti o ri se e, ko ri nkankan o

(Whoever that doesn’t see your signs, sees nothing)
(Eni ti o ri se e, ko ri nkan)

Whoever that doesn’t see your signs, sees nothing
Eni ti o ri se e, ko ri nkankan

(He doesn’t even sees himself.)
(Ko da ko ri ra e pa be ni)

Whoever that doesn’t see your signs, sees nothing
Eni ti o ri se e, ko ri nkankan o

(Ooo)
(Ooo)

The person who didn’t see your wonders, didn’t see anything …
Eni ti o ri se e, ko ri nkankan…

Beat …
Beat…

He created me in his own image
Ose mi da bi ohun, 

Separated me Unique/differently from others
Opin mi ni ipin Ti ko Jo ti eni keji

I didn’t break the grounds to grow, I am the sign of nature from Heaven
Mi o la le hu, emi ni ami aseda latorun

I am the last creature and he now made me king
Adagbeyin ni mi o wa fi mi joba

Over everything he created
Ohun gbogbo ti o ti ko da

Created me with blessings
Odami ofunmi ni re

It is me Yes Me, am the Almighty’s command
Emi ni beeni, ase olodumare ni

He is Miracle wonder, i am the sign
Amin lohun, emi lami

The glory of glory, it is my property
Ayanmo ogo, Ogun mi ni

You have sent me a living creature
Eda emi lo fi se ranse mi

The theme of my vision, is the Glorious eye of God
Akori Iran mi, oju ogo re ni

I have his breathe inside of me
Mo ni imi ye re ninu

Who doesn’t see me, sees nothing
Eni o ri mi, ko ri nkankan

Who doesn’t see me
Eee Eni ti o ri mi

Sees nothing.
Ko ri nkankan.

Who doesn’t see me
Eni ti o ri mi

Doesn’t see God work
Ko r’ise olorun wo

(the person who doesn’t see me, sees nothing)
E (Eni ti o ri mi ke, ko ri nkan)

The one who doesn’t see me
Eni ti o ri mi

see Nothing
Ko ri nkankan o

(He’s Blind)
(E o foju)

The person who doesn’t see me, can’t see God’s work
Eni ti o ri mi, ko rise olorun wo

(Can’t see the Almighty, cos he created me in his own image)
(Ko ri olodumare, oda mi bi ohun ni)

The person who saw me, saw nothing
Eni ti o ri mi, ko ri nkankan

The person who sees me does not see God
Eni ti o ri mi, ko ri se olorun wo

(Ooooooo)
(Ooooooo)

The person who doesn’t see me, sees nothing
Eni ti o ri mi, ko ri nkankan o
The person who sees me does not see God
Eni ti o ri mi, ko ri se olorun wo

The person who doesn’t see me, sees nothing
Eni ti o ri mi ko ri nkankan

We are His signs
Ami lawa je, si Iwo amin

You are the one that makes the World exist
Beni ire loje ki aiye wa o

God is the Sign
Olorun la min

You signs makes our sign manifest
Amin lon famin wa han

The Earth and Heaven are your signs
Aiye, atorun lamin yen o

The creatures are His signs
Aseda ni amin

It’s your word that lets us exist
Oro re lo je ki a ma wa

God is the sign
Olorun la min

Amen, amen, amen, amen o / 8ce
Amin, Amin, Amin, Amin o/8ce",Tope Alabi
14,[Lyrics] Olamide – “Pawon”,"[Intro]
Cracker cracker craker!!!!
Sound!!!!

Chorus
Ewele, ewele happen kile’pon, to tobi to yi
Ogaju, o n dami lorun,
Oleju, o yimi lori.
All my sexy ladies, pawon, pawon, pawon,
All my sexy mamas, pawon, pawon, pawon
Jojo pawon, juju pawon, chuchu Pawon
Titi pawon, Kiki pawon
Tola pawon, Yeye pawon, Bibi pawon
Jojo pawon, juju pawon,
Titi pawon,  Kiki pawon
Tola pawon, Yeye pawon, Bibi pawon,
Jojo pawon

Bridge
Give me back oh baka boom boom,
Wa gun bike oh like va voom voom
How you doing, how are you you,
Je n shina is like ta yun yun

Verse 1
Waist tiny like London road,
Baka big like Dubai road,
Body hot you dey make man cold
Give me small charley make I wo’i
Make I wire your account,
there’s nothing that I can’t
Baby shey you go wet my plant, like a farmer oh my God

Chorus
Ewele, ewele happen kile’pon, to tobi to yi
Ogaju, o n dami lorun,
Oleju, o yimi lori.
All my sexy ladies, pawon, pawon, pawon,
All my sexy mamas, pawon, pawon, pawon
Jojo pawon, juju pawon, chuchu Pawon
Titi pawon, Kiki pawon
Tola pawon, Yeye pawon, Bibi pawon
Jojo pawon, juju pawon,
Titi pawon,  Kiki pawon
Tola pawon, Yeye pawon, Bibi pawon,
Jojo pawon

Bridge
Give me back oh baka boom boom,
Wa gun bike oh like va voom voom
How you doing, how are you you,
Je n shina is like ta yun yun

Verse 2
No time, you rolling your back,
Why you dey slack,
Why you dey do like account weh dey hack
Why you dey act and do like that,
Why you no want make i hold your back
Jojo come and see daddy,
Ma ma shey bayi,
You are the sugar in my tea
I’m your sugar the daddy

Chorus
Ewele, ewele happen kile’pon, to tobi to yi
Ogaju, o n dami lorun,
Oleju, o yimi lori.
All my sexy ladies, pawon, pawon, pawon,
All my sexy mamas, pawon, pawon, pawon
Jojo pawon, juju pawon, chuchu Pawon
Titi pawon, Kiki pawon
Tola pawon, Yeye pawon, Bibi pawon
Jojo pawon, juju pawon,
Titi pawon,  Kiki pawon
Tola pawon, Yeye pawon, Bibi pawon,
Jojo pawon

Outro
Sound! Give me back oh baka boom boom,
Wa gun bike oh like va voom voom
How you doing, how are you you,
Je n shina is like ta yun yun

Cracker cracker cracker…

Pawon Pawon Pawon…",Olamide
15,[Lyrics] MC Galaxy – “Asa Mbodo”,"
Intro:
UgoEze fine like diamond
Imarama eh {responce}

Only you go fit cool my temper
Imarama eh {responce}

Nobody go fit put asunder
Imarama eh {responce}

Baby hold me tight don’t let me go eh…
Bring out your ankachief my people…
Asambodo… (4x)
(Masterkraft on the beat)
Okokbioko

Verse 1:
Something must kill a man (na you) resp
Now that I found my own. (Eh eh)
Call pastor philimon
Pray for me pastor suleman.. (eh eh) resp }X2 Juli o juli,
Juli take my money. Juli o juli,
Ugo EZE chop my money o.
My Nigerian jollof
Oya give me your love
My Nigerian jollof
Oya baby be my ASAMBODO

Chorus:
ASAMBODO }X4
Okokobioko !!!

Verse 2:
My baby jollof,
Come and dance
Dance like say u win coupon
Baby Caro come and twerk
Twerk for daddy make I spray

Unek isin ayanwak ofong o
Unek isin aya datukot o
Chakanto chankanto
Kisong kisong kisong kisong

Asambodo (4x)
(They call me young akpabio)
Okokbioko

Verse 3:
Ntokon Yak mi kùsung Itong Edirimbot EmaMièn Ke Ayen ñsek ,
Mma kpon Mma ete kè mme wuoñda Abasi yanga ikpong Eyenmfo
Ndì nam Ndì dìèh o ,
Ndì nam Ndì dìèh o ,
Ndì nam Ndì dìèh o
Dàt Ima Dìo ,
If na Money I go get “Ekete Isin”
For Your Body I go Spray o ,
I go fly You to Malaý ,
I go buy you Gelàtò…

My Nigerian jollof
Oya give me your love
My Nigerian jollof
Oya baby be my ASAMBODO

Chorus:
ASAMBODO }X4
Okokobioko !!!

My baby jollof,
Come and dance
Dance like say u win coupon
Baby Caro come and twerk
Twerk for daddy make I spray

Unek isin ayanwak ofong o
Unek isin aya datukot o
Chakanto chankanto
Kisong kisong kisong kisong

Mc galaxy o
Eyen AkwaIbom number 1
Master master
Master master
This thing you are doing is not good o…

Outro… Asambodo (4x)

Okokobioko
Mixmonster

Oh my God Fiokee",MC Galaxy
16,[Lyrics] Larry Gaaga x Patoranking – “In My Head”,"[Intro]
Gaaga Musik
Larry Gaaga!

[Verse 1]
I see the fire wey dey burn for your eyes
Girl just tell me anything I go pay the price
Oya tell am
Gaaga make you tell am (Purri bang bang,wha ya say)
She never play no pranks with me
Beauty and brains know me girl got it all
Bae mi special thanks to the
Everything wey you do, girl me I love it all
You take me girl over the moon yeah yeah
Girl me wanna lie next to you ye o
Oh girl

[Chorus]
Can’t get you girl outta my head
(Can’t get you, can’t get you)
Can’t get you girl outta my head
(Can’t get you can’t get you)
Can’t get you girl outta of my head, (outta my head)
Can’t get you girl outta of my
In my head (in my head)
In my head (in my head)
In my head (in my head)
Can’t get u girl outta my head

[Verse 2]
When I dream it’s you
All I see is you
You, you, you
Girly girly you you you
Only you you you you
Baby baby you you you you
You you you you you, you you you you you you you

Oya watch how you do them
Girl na you go born all mi children
Say we are gonna fight and rebuke dem
Oya Gaaga shupe
Oya watch how you do them
Girl na you go born all mi children
Say we are gonna fight and rebuke dem
Oya Gaaga shupe

[Chorus]
Can’t get you girl outta my head
(Can’t get you, can’t get you)
Can’t get you girl outta my head
(Can’t get you can’t get you)
Can’t get you girl outta of my head, (outta my head)
Can’t get you girl outta of my
In my head (in my head)
In my head (in my head)
In my head (in my head)
Can’t get u girl outta my head

[Outro]
Can’t get you, can’t get you
Can’t get you…
Outta my head

Can’t get you
Gaaaga Musik",Larry Gaaga x Patoranking
17,Yemi Alade – “Give Dem” (Prod. Krizbeatz) [+Lyrics],"DOWNLOAD MP3

****Give Dem Lyrics****

[Intro]
From Naija to California
Singapore down to Malay
We dey give them every day
We no dey borrow
From Naija to…
It’s Krizbeatz the drummer boy
Woss

[Verse]
See me I no come here for play
I just come here to jaiye (come here to jaiye, to jaiye..)
Omo no be game o
No be Alibumaye
Owo yapuyaya so I call Omo aye
Ka anyi ga wa ball o
From Sunday to Sunday

[Pre Chorus]
From Naija to California
Singapore down to Malay
We dey give them everyday
We dey ball

From Naija to California
Singapore down to Malay
We dey give them every day
We no dey borrow

[Chorus]
All my ladies give them give them
Give them give them give them give them normal level
Give them give them give them give them normal level
Give them give them give them give them normal level

[Verse 2]
Ijo diye e diyee
Omo Lopo o lopo (0 por por por)
Oma iyami yani
Ama yomi yemi (0 por por por)
Ijo diye e diyee o
Omo Lopo o lopo (Woss)
Oma iyami yani
Ama yomi yemi
(Ni bo, le’ Eko)
(Ni bo, le’ Eko)
Give dem, Give dem, Giveee…

[Pre Chorus]
From Naija to California
Singapore down to Malay
We dey give them everyday
We dey ball

From Naija to California
Singapore down to Malay
We dey give them everyday
We no dey borrow

[Chorus]
All my ladies give them give them
Give them give them give them give them normal level
Give them give them give them give them normal level (0 por por por)
Give them give them give them give them normal level

[Bridge]
Ijo diye e diyee
Omo Lopo o lopo
Oma iyami yani
Ama yomi yemi
Ijo diye e diyee o
Omo Lopo o lopo
Oma iyami yani
Ama yomi yemi

From Naija to California
Singapore down to Malay
We dey give them every day
We dey ball

From Naija to California
Singapore down to Malay
We dey give them every day
We no dey borrow

[Outro]
Oma iyami yari
Yemi Alade
Yeah
Krizbeat nwane
Effyzzie

Sypritmix",Yemi Alade
